"site","process","variable","variable_long","period","unit","observation_count","Municipio","Población","Estación tráfico","site_name","latitude","longitude","elevation","country","site_type","site_area","date_start","date_end"
"es1834a",43314,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",202,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43315,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1775,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43316,"o3","Ozone (air)","day","ug.m-3",2276,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43317,"o3","Ozone (air)","dymax","ug.m-3",2277,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43318,"o3","Ozone (air)","hour","ug.m-3",52745,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43319,"o3","Ozone (air)","hour8","ug.m-3",53694,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43320,"no2","Nitrogen dioxide (air)","day","ug.m-3",2218,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43321,"no2","Nitrogen dioxide (air)","hour","ug.m-3",50588,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43337,"no","Nitrogen monoxide (air)","day","ug.m-3",2219,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1834a",43338,"no","Nitrogen monoxide (air)","hour","ug.m-3",50606,"Castellón de la Plana",171728,"Patronat d'Esports","CASTELLÓ-PATRONAT D'ESPORTS",39.98888888,-0.02611111,18,"spain","traffic","urban",2006-02-07,2021-01-16 00:00:00
"es1836a",43363,"o3","Ozone (air)","day","ug.m-3",1603,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1836a",43364,"o3","Ozone (air)","dymax","ug.m-3",1597,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1836a",43365,"o3","Ozone (air)","hour","ug.m-3",37685,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1836a",43366,"o3","Ozone (air)","hour8","ug.m-3",38015,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1836a",43367,"no2","Nitrogen dioxide (air)","day","ug.m-3",358,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1836a",43368,"no2","Nitrogen dioxide (air)","hour","ug.m-3",8487,"Zaragoza",674999,"LAS FUENTES","LAS FUENTES",41.64222,-0.86194,198,"spain","traffic","urban",2006-07-06,2021-01-16 00:00:00
"es1837a",43369,"o3","Ozone (air)","day","ug.m-3",1532,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1837a",43370,"o3","Ozone (air)","dymax","ug.m-3",1531,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1837a",43371,"o3","Ozone (air)","hour","ug.m-3",36450,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1837a",43372,"o3","Ozone (air)","hour8","ug.m-3",36641,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1837a",43373,"no2","Nitrogen dioxide (air)","day","ug.m-3",326,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1837a",43374,"no2","Nitrogen dioxide (air)","hour","ug.m-3",7682,"Zaragoza",674997,"Centro","CENTRO",41.64833,-0.88389,210,"spain","traffic","urban",2006-10-20,2021-01-16 00:00:00
"es1849a",43521,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",1591,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43522,"o3","Ozone (air)","day","ug.m-3",1873,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43523,"o3","Ozone (air)","dymax","ug.m-3",1875,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43524,"o3","Ozone (air)","hour","ug.m-3",44285,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43525,"o3","Ozone (air)","hour8","ug.m-3",44672,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43526,"no2","Nitrogen dioxide (air)","day","ug.m-3",1661,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43527,"no2","Nitrogen dioxide (air)","hour","ug.m-3",38504,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43538,"no","Nitrogen monoxide (air)","day","ug.m-3",1661,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1849a",43539,"no","Nitrogen monoxide (air)","hour","ug.m-3",38504,"Elche",232517,"ELX-PARC DE BOMBERS","ELX-PARC DE BOMBERS",38.25916666,-0.7175,99,"spain","traffic","urban",2007-07-17,2021-01-16 01:00:00
"es1912a",44383,"pm10","Particulate matter < 10 µm (aerosol)","day","ug.m-3",50,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44384,"pm10","Particulate matter < 10 µm (aerosol)","hour","ug.m-3",1189,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44385,"o3","Ozone (air)","day","ug.m-3",1444,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44386,"o3","Ozone (air)","dymax","ug.m-3",1445,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44387,"o3","Ozone (air)","hour","ug.m-3",34409,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44388,"o3","Ozone (air)","hour8","ug.m-3",34559,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44389,"no2","Nitrogen dioxide (air)","day","ug.m-3",1319,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44390,"no2","Nitrogen dioxide (air)","hour","ug.m-3",29687,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44397,"no","Nitrogen monoxide (air)","day","ug.m-3",1319,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
"es1912a",44398,"no","Nitrogen monoxide (air)","hour","ug.m-3",29688,"Valencia",794289,"VALÈNCIA - AVD. FRANCIA","VALÈNCIA - AVD. FRANCIA",39.4575,-0.34277777,7,"spain","traffic","urban",2009-01-01,2021-01-16 01:00:00
