"period","site","variable","mean(2013-2019).vs.mean(2020)","std(2013-2019).vs.std(2020)"
"pre.lckdwn","es1697a","pm2.5",12.7100459910417,13.7833848235961
"lckdwn","es1697a","pm2.5",4.98628501706175,13.9535673881868
"fases","es1697a","pm2.5",6.58988250831821,23.3077217784039
"normalidad","es1697a","pm2.5",3.65925793903378,23.5549012035345
"new.lockdown","es1697a","pm2.5",-8.49902064820814,25.0984190781243
"pre.lckdwn","es1740a","no",-4.31534726244233,25.6435586283012
"lckdwn","es1740a","no",-66.4959880320369,10.0560453951175
"fases","es1740a","no",-32.6294765049558,19.8236487681056
"normalidad","es1740a","no",-41.7212644352217,2.67400610395446
"new.lockdown","es1740a","no",NA,NA
"pre.lckdwn","es1740a","no2",2.23167756971764,15.2930647540244
"lckdwn","es1740a","no2",-47.5588827739528,11.0324601744005
"fases","es1740a","no2",-40.8791077403689,15.8897382195886
"normalidad","es1740a","no2",-29.1722896999566,18.8296853982137
"new.lockdown","es1740a","no2",NA,NA
"pre.lckdwn","es1740a","o3",-32.9951190827318,15.4722781937682
"lckdwn","es1740a","o3",-23.0725245157392,17.9013844508422
"fases","es1740a","o3",-16.7495155658852,16.94967537661
"normalidad","es1740a","o3",16.5031377985592,6.02901455619735
"new.lockdown","es1740a","o3",NA,NA
"pre.lckdwn","es1740a","pm10",8.84661820016436,24.2041475330043
"lckdwn","es1740a","pm10",-14.0746249043259,12.4148083706961
"fases","es1740a","pm10",-27.7463610163327,16.7094186630674
"normalidad","es1740a","pm10",-26.0441647039866,16.4700515100312
"new.lockdown","es1740a","pm10",NA,NA
"pre.lckdwn","es1834a","no",8.43660557614358,30.079493424902
"lckdwn","es1834a","no",-18.4033001543805,7.51379461608134
"fases","es1834a","no",-5.36223831243893,10.6088654045403
"normalidad","es1834a","no",-15.5093894154291,1.87164779077103
"new.lockdown","es1834a","no",-34.8345678198502,33.9298892876345
"pre.lckdwn","es1834a","no2",-20.7389482430973,23.6007586070136
"lckdwn","es1834a","no2",-46.2461524429268,13.0945939197162
"fases","es1834a","no2",-42.4562251970129,22.5096383567218
"normalidad","es1834a","no2",-13.9685024023608,6.86136419147015
"new.lockdown","es1834a","no2",-23.3079745707928,26.6676420426504
"pre.lckdwn","es1834a","o3",-23.3310284142651,14.2146685685142
"lckdwn","es1834a","o3",-5.10536546395405,7.60899975799213
"fases","es1834a","o3",-12.6502130861857,7.75986102059502
"normalidad","es1834a","o3",-2.48152546715143,9.74073299756416
"new.lockdown","es1834a","o3",-6.43005814560148,26.2562375736974
"pre.lckdwn","es1836a","no",8.20877679032933,13.4281159076874
"lckdwn","es1836a","no",-39.9937963735691,5.2134243553772
"fases","es1836a","no",-15.9042611309311,-6.17695064903489
"normalidad","es1836a","no",-1.56739957116642,19.0771700740592
"new.lockdown","es1836a","no",-1.47396661777916,36.3078870943859
"pre.lckdwn","es1836a","no2",13.5102994336602,12.9100877044646
"lckdwn","es1836a","no2",-33.9799944333782,11.4432683176033
"fases","es1836a","no2",-18.6857201370056,7.53232506150254
"normalidad","es1836a","no2",-14.9665920006352,8.39222271984736
"new.lockdown","es1836a","no2",-16.5647825750136,9.97096240763689
"pre.lckdwn","es1836a","o3",-15.3006492031711,27.5402305972504
"lckdwn","es1836a","o3",-4.39020150364064,6.7331599093959
"fases","es1836a","o3",-6.39850547885578,9.02362743127803
"normalidad","es1836a","o3",-2.08030970743122,-1.04345281942493
"new.lockdown","es1836a","o3",9.59270776228631,20.8238979553353
"pre.lckdwn","es1836a","pm10",-46.9625527372507,-1.58431958001894
"lckdwn","es1836a","pm10",-59.4730917706881,-1.64044763483684
"fases","es1836a","pm10",-52.0573943111637,4.1608984452542
"normalidad","es1836a","pm10",-43.1131079091903,11.1625612453559
"new.lockdown","es1836a","pm10",-48.7241798198016,-3.64744216959388
"pre.lckdwn","es1837a","no",12.5773975488614,9.55354386897185
"lckdwn","es1837a","no",-22.8355404463544,23.201771631199
"fases","es1837a","no",-40.9860548782497,15.7016891751923
"normalidad","es1837a","no",-16.2913091276977,2.36097452656288
"new.lockdown","es1837a","no",-25.3947151979637,17.0779521887633
"pre.lckdwn","es1837a","no2",-6.04494225543113,16.4860367404721
"lckdwn","es1837a","no2",-43.0124378765179,8.08012317830651
"fases","es1837a","no2",-47.0643355806887,16.1820646816905
"normalidad","es1837a","no2",-33.7031932477988,22.2286671966921
"new.lockdown","es1837a","no2",-22.7141603980722,6.37260646292244
"pre.lckdwn","es1837a","o3",-22.9092962108326,21.5563588809033
"lckdwn","es1837a","o3",-7.70413089228409,10.1131974063968
"fases","es1837a","o3",-13.902557116618,8.06776658991181
"normalidad","es1837a","o3",5.21935099644852,-3.70844998192301
"new.lockdown","es1837a","o3",1.13127317583012,23.7869389756085
"pre.lckdwn","es1849a","no",-22.1189269388261,8.25082592422939
"lckdwn","es1849a","no",-42.6197747420325,5.67780868171822
"fases","es1849a","no",-17.1568900055762,4.69185747910764
"normalidad","es1849a","no",-10.5604284591306,23.3551080522859
"new.lockdown","es1849a","no",-46.9720991937804,14.1004745150432
"pre.lckdwn","es1849a","no2",0.24424398267316,21.8750100923742
"lckdwn","es1849a","no2",-61.062812589623,10.3972804699844
"fases","es1849a","no2",-33.8071623926129,14.3384077104609
"normalidad","es1849a","no2",-25.0462324387425,16.2040456340469
"new.lockdown","es1849a","no2",-34.9203857784323,16.5667916675553
"pre.lckdwn","es1849a","o3",-21.8663231278849,6.63089422026349
"lckdwn","es1849a","o3",-0.277944370452762,7.45914012757783
"fases","es1849a","o3",-8.26512588565094,9.75279386232383
"normalidad","es1849a","o3",-0.283135104125006,3.72108921552942
"new.lockdown","es1849a","o3",9.64079185395332,10.1896641341033
"pre.lckdwn","es1912a","no",-22.7077078398086,63.189991322764
"lckdwn","es1912a","no",-72.4781620890087,9.34222425581917
"fases","es1912a","no",-55.655467352442,0.158811976667159
"normalidad","es1912a","no",-61.1030222686883,12.3212500836228
"new.lockdown","es1912a","no",-65.5723286052641,26.6114345337928
"pre.lckdwn","es1912a","no2",-24.3734592206409,18.3212513417418
"lckdwn","es1912a","no2",-75.3772791010361,8.48464079578415
"fases","es1912a","no2",-61.605443147855,10.7277927307872
"normalidad","es1912a","no2",-39.8503914990205,13.7213565065815
"new.lockdown","es1912a","no2",-48.0594740489244,19.7353190479948
"pre.lckdwn","es1912a","o3",-15.9433713052369,19.0313322449273
"lckdwn","es1912a","o3",11.706433632044,10.5157473798108
"fases","es1912a","o3",9.90059787704587,10.3330774315792
"normalidad","es1912a","o3",9.98881500918035,9.0324926016554
"new.lockdown","es1912a","o3",10.2517643634867,25.4219232647589
"pre.lckdwn","es1912a","pm10",31.5059510238854,95.5232088060722
"lckdwn","es1912a","pm10",-45.7897583366515,4.81173140419128
"fases","es1912a","pm10",-42.3695121762043,18.0468899414118
"normalidad","es1912a","pm10",-48.90019406381,14.7268101653723
"new.lockdown","es1912a","pm10",-49.9722937574925,13.3277448184343
"pre.lckdwn","es1912a","pm2.5",16.5508838789032,35.4878085977215
"lckdwn","es1912a","pm2.5",-38.6579423844809,2.06881293207626
"fases","es1912a","pm2.5",-49.2597989761985,1.62948198273035
"normalidad","es1912a","pm2.5",-58.4433004375185,13.6071056570681
"new.lockdown","es1912a","pm2.5",-50.3592055890937,13.8984911873933
"pre.lckdwn","es1938a","no",-3.59572662998131,52.0903286408623
"lckdwn","es1938a","no",-81.6045191657443,3.05037023697041
"fases","es1938a","no",-72.4466510048326,-0.0649442280641468
"normalidad","es1938a","no",-60.5291292224981,26.5519161201513
"new.lockdown","es1938a","no",-61.6322859480874,24.4875065716541
"pre.lckdwn","es1938a","no2",-1.14880244089294,24.0357312694316
"lckdwn","es1938a","no2",-58.0781265857945,8.23403291916552
"fases","es1938a","no2",-55.6208035739468,11.2334706751332
"normalidad","es1938a","no2",-28.9577714129547,16.3562329685861
"new.lockdown","es1938a","no2",-26.0949678396069,14.2731639632019
"pre.lckdwn","es1938a","pm10",49.3249630997343,41.1277292073036
"lckdwn","es1938a","pm10",-28.9088039942637,20.6752552186168
"fases","es1938a","pm10",-18.1075871177499,16.3728946990097
"normalidad","es1938a","pm10",-23.3966018524614,22.2289493324488
"new.lockdown","es1938a","pm10",-13.7061404647382,32.400127576863
"pre.lckdwn","es1938a","pm2.5",59.7785796141533,62.0978952525579
"lckdwn","es1938a","pm2.5",-13.9570659970109,14.2353091633558
"fases","es1938a","pm2.5",-5.96364590371376,20.2721073371432
"normalidad","es1938a","pm2.5",-13.9535413748537,24.9490957737424
"new.lockdown","es1938a","pm2.5",-6.3492410768883,29.3061561824271
"pre.lckdwn","es1940a","no",-18.7443268311259,30.5717236693799
"lckdwn","es1940a","no",-86.0049116468919,4.57939066626791
"fases","es1940a","no",-70.6380787239844,9.55947353921204
"normalidad","es1940a","no",-52.7177230039571,20.1045044059633
"new.lockdown","es1940a","no",-54.8513044352611,20.7183211714145
"pre.lckdwn","es1940a","no2",-12.3286056471105,23.7510121221055
"lckdwn","es1940a","no2",-68.6967392632189,6.34376720053127
"fases","es1940a","no2",-59.4840631621367,12.6867218247162
"normalidad","es1940a","no2",-33.0159440501828,17.16751737425
"new.lockdown","es1940a","no2",-28.0875225864425,14.922993599673
"pre.lckdwn","es1940a","pm10",7.8321898246299,41.2775498225974
"lckdwn","es1940a","pm10",-39.11075342325,20.504539558824
"fases","es1940a","pm10",-22.5418223568587,14.3297321665853
"normalidad","es1940a","pm10",-18.3793661520871,22.7838037109205
"new.lockdown","es1940a","pm10",-21.186731167807,23.3973426695495
"pre.lckdwn","es1940a","pm2.5",5.67623123123213,32.8128556811047
"lckdwn","es1940a","pm2.5",-35.3000730260486,13.7391481672465
"fases","es1940a","pm2.5",-29.2028966021875,17.5942944462594
"normalidad","es1940a","pm2.5",-16.4600310864934,24.7697579694884
"new.lockdown","es1940a","pm2.5",-21.4591071256043,24.4433898303024
"pre.lckdwn","es1943a","no",1.35913641648862,31.230971496559
"lckdwn","es1943a","no",-61.5978422865712,7.93843048725211
"fases","es1943a","no",-53.8349372341306,7.05546595547878
"normalidad","es1943a","no",-41.8212952580175,5.79529875732234
"new.lockdown","es1943a","no",-49.9447587988758,21.3491320232151
"pre.lckdwn","es1943a","no2",-7.81207863338058,19.6300679923656
"lckdwn","es1943a","no2",-52.3364521281457,11.5596824842001
"fases","es1943a","no2",-48.3448077828056,16.0584316069987
"normalidad","es1943a","no2",-19.4791783778354,14.3415909309536
"new.lockdown","es1943a","no2",-32.729674467084,12.6598303611646
"pre.lckdwn","es1943a","pm10",-2.01116921741821,18.3917756230759
"lckdwn","es1943a","pm10",-44.3989701323861,2.86382527194214
"fases","es1943a","pm10",-37.9749863492416,7.2858735026315
"normalidad","es1943a","pm10",-47.207473060777,6.68356980992275
"new.lockdown","es1943a","pm10",-19.9608488133414,8.10041997337375
"pre.lckdwn","es1943a","pm2.5",7.69128725555332,15.8408411606744
"lckdwn","es1943a","pm2.5",-24.5303092692293,-4.63870202866635
"fases","es1943a","pm2.5",-20.0154600882522,8.28171637780829
"normalidad","es1943a","pm2.5",-28.0741666941045,6.87307178546255
"new.lockdown","es1943a","pm2.5",-18.2136675944285,5.61847508036722
"pre.lckdwn","es1970a","no",31.4784008288611,80.0870656227375
"lckdwn","es1970a","no",-64.0121554679692,15.6245210339327
"fases","es1970a","no",-26.0541487416938,24.8986329436505
"normalidad","es1970a","no",-21.9463490018554,11.2647337564038
"new.lockdown","es1970a","no",-38.7810715439902,41.6452656494819
"pre.lckdwn","es1970a","no2",-12.8419825949605,22.5397922079259
"lckdwn","es1970a","no2",-57.5588409099755,9.87971280445523
"fases","es1970a","no2",-44.8285525331814,15.6300215662252
"normalidad","es1970a","no2",-27.6093273749391,11.499842526463
"new.lockdown","es1970a","no2",-22.969575267181,23.7141796718146
"pre.lckdwn","es1970a","o3",-17.032464635943,14.53109593228
"lckdwn","es1970a","o3",10.8932704848397,8.0822931670505
"fases","es1970a","o3",-0.797285547502646,8.70869542871081
"normalidad","es1970a","o3",25.5997368874844,1.86663496143386
"new.lockdown","es1970a","o3",56.7698275874821,36.4604536953987
"pre.lckdwn","es1999a","no",-26.510972475798,15.4105117406602
"lckdwn","es1999a","no",-73.3216365945409,14.0191672109161
"fases","es1999a","no",-54.6033916357629,15.2728821339919
"normalidad","es1999a","no",-36.0795019032208,9.00445915238217
"new.lockdown","es1999a","no",-54.1422486663411,14.6801041833585
"pre.lckdwn","es1999a","no2",-26.7414237198375,10.5384104572684
"lckdwn","es1999a","no2",-63.6208457880626,8.05249950697981
"fases","es1999a","no2",-53.3144053125195,10.8976619905503
"normalidad","es1999a","no2",-29.7182694014166,11.9418967937207
"new.lockdown","es1999a","no2",-36.0875963127467,10.7758393088024
"pre.lckdwn","es2010a","no",-25.1042959484758,17.7215133463752
"lckdwn","es2010a","no",-52.8452098885496,11.8530135810102
"fases","es2010a","no",-46.0624467117605,10.6210038935143
"normalidad","es2010a","no",-18.7773216452812,18.4056656995368
"new.lockdown","es2010a","no",-30.1470831341255,27.4378715518868
"pre.lckdwn","es2010a","no2",-12.1302181672915,14.2065930439152
"lckdwn","es2010a","no2",-38.0176530878787,9.40925776770085
"fases","es2010a","no2",-40.5585103831321,15.6585667480757
"normalidad","es2010a","no2",-11.462257101717,26.642222347362
"new.lockdown","es2010a","no2",-1.90672887662663,23.0748750244676
"pre.lckdwn","es2010a","pm10",27.0992407650393,25.7684979469878
"lckdwn","es2010a","pm10",3.05595795013491,38.4870712192599
"fases","es2010a","pm10",3.00950988182894,24.6025325255638
"normalidad","es2010a","pm10",10.5304959765497,28.5272044094345
"new.lockdown","es2010a","pm10",-6.14187614032025,57.8332810103526
"pre.lckdwn","es2010a","pm2.5",-27.5528232484074,21.0871360505317
"lckdwn","es2010a","pm2.5",-27.1941321166203,13.3293161556146
"fases","es2010a","pm2.5",-10.4136090602634,16.1175920376061
"normalidad","es2010a","pm2.5",-17.6192667443823,17.8081288215385
"new.lockdown","es2010a","pm2.5",-38.4030911539702,21.4243368200252
"pre.lckdwn","es2028a","no",2.16251842829488,55.8165110218649
"lckdwn","es2028a","no",-75.4637828756422,5.33388266933884
"fases","es2028a","no",-53.3613496269883,16.715094550665
"normalidad","es2028a","no",-34.761994475139,23.4731558322319
"new.lockdown","es2028a","no",-56.0222224880481,26.9338011197355
"pre.lckdwn","es2028a","no2",-8.92318306982005,25.9208130377327
"lckdwn","es2028a","no2",-50.7917775533377,12.8057832214299
"fases","es2028a","no2",-45.6633901796845,16.997329444029
"normalidad","es2028a","no2",-23.1640796924503,19.3108612096347
"new.lockdown","es2028a","no2",-31.1189345810312,14.4860136122134
"pre.lckdwn","es2028a","o3",-21.974956666293,28.1177279755879
"lckdwn","es2028a","o3",-5.84298765764008,9.12880457268786
"fases","es2028a","o3",-9.56666418700982,5.68243728887513
"normalidad","es2028a","o3",2.42251698787666,-1.63479791617634
"new.lockdown","es2028a","o3",12.8800190112652,36.5341410586853
"pre.lckdwn","es2028a","pm10",40.5151609476797,36.3561624600625
"lckdwn","es2028a","pm10",-34.2556507679285,20.6777908259276
"fases","es2028a","pm10",-30.6805378122185,19.0404182443642
"normalidad","es2028a","pm10",-9.77166311201748,29.7725736640711
"new.lockdown","es2028a","pm10",-18.9003807983921,33.0703254323516
"pre.lckdwn","es2030a","no",29.2189626977572,41.6771963603352
"lckdwn","es2030a","no",-71.0469444791241,14.6120929775157
"fases","es2030a","no",-42.9924536733067,19.5749783805239
"normalidad","es2030a","no",-15.4747909671141,19.8958041117744
"new.lockdown","es2030a","no",-26.2855075918211,27.835904192191
"pre.lckdwn","es2030a","no2",-2.03295104752383,16.6154204799282
"lckdwn","es2030a","no2",-62.5829143083008,9.6186959156133
"fases","es2030a","no2",-46.2156298713151,11.4141604526927
"normalidad","es2030a","no2",-25.3180906433511,8.92975889469601
"new.lockdown","es2030a","no2",-49.9881876650949,11.8977980280261
"pre.lckdwn","es2030a","o3",-18.6790122202607,24.5171553932248
"lckdwn","es2030a","o3",14.5122622910844,11.6082714291861
"fases","es2030a","o3",-0.967613437838381,11.9217234179468
"normalidad","es2030a","o3",9.40694312816735,8.19544689428381
"new.lockdown","es2030a","o3",20.9057938163344,17.6864229846036
"pre.lckdwn","es2030a","pm10",7.95129651589167,6.23585118901047
"lckdwn","es2030a","pm10",-30.4953008373706,5.7595079497646
"fases","es2030a","pm10",-15.9718424081666,17.3947031833137
"normalidad","es2030a","pm10",-15.1467723564893,5.1343607976945
"new.lockdown","es2030a","pm10",8.37133651775373,53.1881630457145
"pre.lckdwn","es2031a","no",-0.329830367090218,38.5179871183201
"lckdwn","es2031a","no",-67.16822728559,10.3725452900521
"fases","es2031a","no",-31.023110841434,17.5061522368984
"normalidad","es2031a","no",-27.6696746328839,26.2517506563124
"new.lockdown","es2031a","no",-28.5494944141522,18.3468206303194
"pre.lckdwn","es2031a","no2",-6.21568865488053,16.2945736268734
"lckdwn","es2031a","no2",-57.7894736916275,8.58852375451204
"fases","es2031a","no2",-29.2149068804423,11.9734652129767
"normalidad","es2031a","no2",-2.70588460693417,18.9287619604419
"new.lockdown","es2031a","no2",5.64695660222461,14.1763623869328
"pre.lckdwn","es2042a","no",-13.403399481277,11.8999634195183
"lckdwn","es2042a","no",-26.6896437547096,-12.9138896337701
"fases","es2042a","no",NA,NA
"normalidad","es2042a","no",-17.0387279567323,24.9281307973485
"new.lockdown","es2042a","no",-28.7845789713224,30.059845415613
"pre.lckdwn","es2042a","no2",-3.64241034928808,7.66269888779371
"lckdwn","es2042a","no2",-29.3645986630386,6.71274295222284
"fases","es2042a","no2",NA,NA
"normalidad","es2042a","no2",-11.9643370987943,11.4771249965928
"new.lockdown","es2042a","no2",-17.7835726414344,14.062249331767
"pre.lckdwn","es2042a","o3",-18.0176101383514,19.9503193576985
"lckdwn","es2042a","o3",-13.4686339246271,9.97950743883958
"fases","es2042a","o3",-10.5365023975738,12.8379337518494
"normalidad","es2042a","o3",-7.48876191483163,4.63881241461245
"new.lockdown","es2042a","o3",-2.59533115291797,24.7517151421167
"pre.lckdwn","es2047a","no",-28.1302516260249,15.6284214875123
"lckdwn","es2047a","no",-72.8951356558694,4.48123337617023
"fases","es2047a","no",-49.0820093743637,8.39238401335682
"normalidad","es2047a","no",-29.7761835794934,13.5486962803504
"new.lockdown","es2047a","no",-44.9152098386215,16.2051043748828
"pre.lckdwn","es2047a","no2",-19.4847164283147,12.5204494836405
"lckdwn","es2047a","no2",-69.5594653885138,7.63106677258415
"fases","es2047a","no2",-48.9177801463861,17.8235216658856
"normalidad","es2047a","no2",-20.0327693123262,11.9377818708223
"new.lockdown","es2047a","no2",-32.6247396738592,11.4831193173218
